1|5|0.981|0.0234366855039|0.995625|0.00864732001301
1|10|0.981|0.0261236016431|0.9954375|0.00866615045837
1|20|0.981|0.0274296217517|0.995375|0.00859124886745
1|30|1.0|0.00341163283561|0.9960625|0.00829208103729
2|5|0.981|0.0213745174046|0.99575|0.00887070256272
2|10|0.981|0.0426851451777|0.995125|0.00930124949256
2|20|1.0|0.0120774166394|0.9956875|0.00906760089129
2|30|1.0|0.00599154882294|0.9958125|0.00838499578473
3|5|0.981|0.0262407134154|0.9955|0.00908179679453
3|10|1.0|0.00232903350608|0.9958125|0.00885512228401
3|20|0.981|0.047043049535|0.9955625|0.00885888652621
3|30|0.981|0.017630161794|0.9954375|0.00925195468469
4|5|0.981|0.0143995457183|0.99475|0.00955173030173
4|10|1.0|0.00729608064541|0.994875|0.00941049598301
4|20|0.981|0.0338127537562|0.9958125|0.00865262693402
4|30|0.981|0.0161800665774|0.995|0.00944497033031
