1|5|0.8057|0.287005796472|0.883825|0.203586258895
1|10|0.8127|0.275795065228|0.8831|0.205371362205
1|20|0.8133|0.259567774963|0.876125|0.210139815764
1|30|0.809|0.279833635983|0.874725|0.212709288442
2|5|0.8136|0.281105912988|0.882775|0.21695392073
2|10|0.7991|0.320371391405|0.880475|0.207561625308
2|20|0.7915|0.286327438316|0.877675|0.210156990952
2|30|0.7915|0.315801915471|0.87725|0.211488065856
3|5|0.7918|0.334740978361|0.879975|0.224824153186
3|10|0.823|0.486019035783|0.878575|0.210416496886
3|20|0.8249|0.280616285281|0.877675|0.212852036606
3|30|0.7991|0.295012595091|0.871075|0.217161103473
