1|5|0.9991|0.0763639319307|0.8676|0.286058629631
1|10|0.9915|0.0361591587281|0.9675|0.112592898955
1|20|0.9915|0.0186201584534|0.9943|0.0287027360144
1|30|0.9915|0.0117316280524|0.9964|0.0158141044293
2|5|0.8224|0.320790701534|0.839575|0.454224042958
2|10|0.9915|0.0339775184369|0.9708|0.102012344235
2|20|0.9915|0.0359820289707|0.9722|0.0849565169115
2|30|0.9915|0.0620999854218|0.9601|0.100810853099
3|5|0.5912|0.69138948897|0.670575|0.763308878345
3|10|0.7991|0.195858671446|0.899|0.264627089705
3|20|0.7915|0.286181713308|0.90515|0.189643048526
3|30|0.9988|0.0513866255968|0.960225|0.106840649973
4|5|0.6|0.703214590268|0.543825|0.887972150036
4|10|0.7912|0.311301755705|0.754375|0.441799112783
4|20|0.8057|0.248005808786|0.8184|0.383425497934
4|30|0.9915|0.029883662758|0.920225|0.160890936667
