1|5|0.9915|0.0433396956743|0.997075|0.0242956409534
1|10|0.9914|0.0593065833092|0.997275|0.0256096354336
1|20|0.9915|0.0674618312627|0.9973|0.0227079286402
1|30|0.9915|0.047964464734|0.9973|0.0251996596118
2|5|0.9912|0.140387525967|0.995975|0.0643994435024
2|10|0.9915|0.0269801293716|0.99745|0.0212073718627
2|20|0.9991|0.0146098430062|0.997325|0.0222976438561
2|30|0.999|0.0149549524875|0.99745|0.02206678262
3|5|0.9879|0.195029072082|0.993125|0.11024870629
3|10|0.9915|0.0569673722805|0.9976|0.027244412307
3|20|0.9915|0.13654855982|0.9975|0.0325704846942
3|30|0.9915|0.0202912092926|0.997325|0.0305125738566
4|5|0.9874|0.203088119745|0.992775|0.116454312547
4|10|0.9914|0.0918031524874|0.9973|0.0321446292066
4|20|0.9909|0.146674786246|0.996575|0.054034721572
4|30|0.9912|0.141839357662|0.996075|0.0632636706113
