1|5|0.9871|0.200048963693|0.937725|0.325282740766
1|10|0.9914|0.136576127845|0.971625|0.149031234094
1|20|0.9913|0.0675295980619|0.995625|0.0438120133571
1|30|0.9914|0.0654250123918|0.997|0.0288403149799
2|5|0.9883|0.183975638718|0.8348|1.13014824659
2|10|0.9906|0.146427986092|0.950075|0.421422858989
2|20|0.9886|0.18233632718|0.98995|0.121413904696
2|30|0.999|0.0147647949244|0.996575|0.037715051789
3|5|0.5884|3.76538294223|0.640575|3.78110072789
3|10|0.9806|0.127056034658|0.888975|0.901579278342
3|20|0.9915|0.137003929079|0.9869|0.131427672649
3|30|0.9915|0.137003929079|0.995175|0.0561403965066
4|5|0.7802|0.661838990538|0.709325|1.08934752399
4|10|0.9881|0.055290316851|0.84315|1.58826409182
4|20|0.9902|0.0985891975641|0.969625|0.367809765154
4|30|0.9915|0.137003929079|0.99365|0.077555693155
