1|5|0.9913|0.0820624195773|0.997025|0.0639463802903
1|10|0.9913|0.0509218410864|0.997325|0.0395703164047
1|20|0.9914|0.0435788731204|0.997275|0.0331513567888
1|30|0.9915|0.0224538752549|0.997225|0.0166911290881
2|5|0.9902|0.0526107382176|0.99575|0.0462075305712
2|10|0.9989|0.0155148889331|0.997675|0.0127234365613
2|20|0.9991|0.011427243759|0.99775|0.00882230798126
2|30|0.9991|0.0100324755603|0.9976|0.0090135203553
3|5|0.9915|0.016365632408|0.997125|0.0124651416881
3|10|0.9915|0.0121011735154|0.997575|0.00850573856728
3|20|0.9986|0.0112697321263|0.99775|0.00792379045458
3|30|0.999|0.00984599104118|0.997875|0.00719996140505
4|5|0.9915|0.0179219755418|0.99745|0.0123361986283
4|10|0.9915|0.0139120438852|0.9977|0.00899157422157
4|20|0.9915|0.0116926376417|0.997325|0.00794768261576
4|30|0.9915|0.0127176882539|0.997825|0.00704620890775
