1|5|0.9914|0.161568028781|0.97615|0.15806366812
1|10|0.9914|0.118955473234|0.98245|0.133074121513
1|20|0.9915|0.10632707239|0.982575|0.125439418512
1|30|0.999|0.0479968198261|0.98825|0.0902874367418
2|5|0.97|0.215687506357|0.9607|0.233907186472
2|10|0.9991|0.0255453987918|0.989225|0.0716990249761
2|20|0.9991|0.0093048937559|0.9926|0.0437356382135
2|30|0.9991|0.00644265410256|0.993425|0.035177857484
3|5|0.9982|0.0259934088747|0.991675|0.0730887842756
3|10|0.9991|0.0108394042218|0.99245|0.0463111769085
3|20|0.9991|0.00711912194153|0.993325|0.033431910724
3|30|0.9991|0.00530997253655|0.993625|0.0257140481411
4|5|0.991|0.0335485975081|0.9897|0.0627295252028
4|10|0.9991|0.00648851691079|0.993675|0.0310760679517
4|20|0.9993|0.0054685783628|0.99265|0.0256035634342
4|30|0.999|0.00635913279813|0.992325|0.0247293733637
