1|5|0.9991|0.00949934170371|0.9975|0.0107244302173
1|10|0.9991|0.00854273028184|0.997475|0.0105182564544
1|20|0.9989|0.0118021162504|0.9974|0.00913335485127
1|30|0.999|0.0120064075652|0.997025|0.00976592746375
2|5|0.9915|0.0198520295187|0.997075|0.0125446101226
2|10|0.9918|0.0175293138401|0.996425|0.0130604518874
2|20|0.9912|0.0142451384398|0.995875|0.0159466614828
2|30|0.9991|0.00781168393368|0.995975|0.0157966529426
3|5|0.7914|3.25343012041|0.772825|3.3974179111
3|10|0.9915|0.0164952116316|0.991825|0.0473122351177
3|20|0.9914|0.141025977213|0.9814|0.0392319507915
3|30|0.9991|0.00864698382294|0.996875|0.0111814002897
4|5|0.7912|0.322441188258|0.79415|0.302545644571
4|10|0.7918|3.24017955331|0.920125|1.106680004
4|20|0.9915|0.0195302525088|0.956225|0.0912563664611
4|30|0.9915|0.020305156462|0.99735|0.00928311551424
